ID,TIMESTAMP,Extraversion,Agreeableness,Conscientiousness,EmotionalStability,Creativity
519,1330338828,4.5,6.5,6.5,3.5,5
519,1330355073,5,4,5,6,4
519,1330364375,1.5,2.5,5.5,2.5,5
519,1330425322,5,4.5,6.5,6,4.5
519,1330437346,6.5,6.5,6.5,6.5,6.5
519,1330448167,3,3,5,5,4.5
519,1330599655,4,6.5,6.5,5.5,5
519,1330611549,6,5.5,6.5,6.5,5
519,1330619149,4.5,6.5,6.5,6.5,5
519,1330695245,4,5.5,6.5,6.5,4
519,1330707850,4.5,6.5,6.5,6.5,5
519,1330944263,4.5,6.5,6.5,6.5,4.5
519,1330959891,5,6.5,6.5,6.5,5
519,1330971031,6,6.5,6.5,6.5,4.5
519,1331034827,6,6.5,6.5,6.5,6.5
519,1331043897,4.5,5.5,6.5,6.5,5
519,1331050140,4,6.5,6.5,6.5,5
519,1331203189,4.5,6.5,6.5,6.5,5
519,1331213841,4.5,6.5,6.5,6.5,5
519,1331222427,5,6.5,6.5,6.5,5
519,1331291179,5.5,6.5,6.5,6.5,5
519,1331298267,4.5,6,6.5,6,5
519,1331308833,5,6.5,6.5,6.5,5
520,1327917767,2,5.5,6.5,7,3.5
520,1327930637,5,5.5,6,6.5,4
520,1327939394,1.5,5.5,7,7,3
520,1328008952,3.5,4,6.5,6.5,3.5
520,1328014968,5.5,4,6,6.5,4
520,1328025814,2.5,5.5,6.5,6.5,4.5
520,1328091750,2,5.5,6.5,6.5,4
520,1328103752,3.5,4,6.5,6,3.5
520,1328113191,5.5,5.5,6.5,6.5,5
520,1328177313,2.5,5.5,6.5,6.5,5
520,1328187889,2,5.5,6.5,6.5,4.5
520,1328264656,2,5.5,6.5,6,3.5
520,1328274795,4.5,5.5,6,6.5,5
520,1328525429,2.5,5.5,6.5,6.5,3.5
520,1328533951,2.5,5.5,6.5,6.5,4
520,1328545713,5,6.5,6.5,6.5,4.5
520,1328608863,5,5.5,6.5,6.5,3.5
520,1328619793,5.5,5.5,6.5,6.5,4.5
520,1328632503,2.5,5.5,6.5,6.5,4.5
520,1328695483,3.5,5.5,6.5,6.5,4.5
520,1328706528,2.5,5.5,6.5,6.5,4
520,1328716986,3.5,4,6.5,6.5,4.5
520,1328782501,5,5,6,4.5,4.5
520,1328795954,4.5,5.5,6.5,6,4.5
520,1328871443,3.5,4,4,6,3
520,1328882158,5,5.5,6.5,5.5,3.5
520,1329128419,2.5,5.5,6.5,6.5,4
520,1329138985,3,5.5,6.5,6.5,4
520,1329149410,4.5,5.5,6,6.5,3.5
520,1329217361,4.5,5.5,6.5,6,4.5
520,1329302863,4.5,5.5,6.5,6.5,4
520,1329311502,2.5,5.5,6.5,6.5,5
520,1329321913,2.5,5.5,6.5,6.5,3.5
520,1329392138,5,5.5,6.5,6.5,3.5
520,1329398204,2,5.5,4,6.5,3.5
520,1329409257,3,5.5,6.5,6.5,4
520,1329472969,3.5,5.5,6.5,6.5,4
520,1329484194,5,5.5,6.5,6.5,4.5
520,1329736982,3,5.5,6.5,6.5,4.5
520,1329744478,2,5.5,6.5,6.5,4.5
520,1329754785,4,5.5,6.5,6.5,3.5
520,1329818747,2,5.5,6.5,6.5,4
520,1329842650,5.5,5.5,6.5,6.5,4.5
520,1329904887,2,5.5,5.5,6.5,2
520,1329915667,3,5.5,6.5,6.5,4
520,1329927158,5.5,5.5,6.5,6.5,4
520,1329995580,4.5,5.5,6.5,6.5,4
520,1330080574,3,5.5,6.5,6.5,5
520,1330089755,2,5.5,6.5,6.5,4.5
520,1330336867,2,5.5,6,6.5,3
520,1330347793,1.5,5.5,5,6.5,2
520,1330358583,2,5.5,6.5,6.5,3.5
520,1330424076,2,5.5,5.5,6.5,4
520,1330434367,2,5.5,5.5,6.5,3.5
520,1330445061,2,5.5,3,6.5,3.5
520,1330509999,2,5.5,6,6.5,3.5
520,1330532055,2,5.5,6.5,6.5,2.5
520,1330596254,2,5.5,5.5,6.5,3
520,1330607686,2,5.5,6.5,6.5,4.5
520,1330941668,4,5,6.5,6.5,3
520,1330957433,5,4,6.5,6.5,4
520,1330963759,4,5.5,6.5,6.5,4.5
520,1331028228,2.5,5.5,6.5,6.5,3.5
520,1331039006,3,5.5,6.5,6.5,4
520,1331051564,3,5.5,6.5,6.5,4
520,1331116516,2,5.5,6.5,6.5,4.5
520,1331125488,2,5.5,6.5,6.5,3.5
520,1331136191,2,5.5,6,6.5,3
520,1331200843,2,5.5,6.5,6.5,4.5
520,1331212357,5,5.5,6.5,6.5,5
520,1331291615,5,5.5,6.5,6.5,5.5
520,1331300236,5.5,5.5,6,6.5,4.5
541,1327917958,4,5,5,5.5,3.5
541,1327929793,4.5,5,5,5.5,4.5
541,1327939589,4,5.5,5.5,5.5,5.5
541,1328004099,4.5,5.5,6,6,5.5
541,1328015160,4.5,5.5,5.5,6,4
541,1328025874,3.5,5.5,6,5.5,4.5
541,1328090486,3.5,5.5,5.5,6,4
541,1328102031,3.5,5.5,5.5,6,4
541,1328112132,4,5.5,6,6,2.5
541,1328176826,4,5.5,5.5,5.5,4
541,1328187875,5,5.5,6,6,5.5
541,1328198553,4.5,5.5,4,6,4
541,1328264688,4.5,5.5,5.5,5.5,4
541,1328274292,3,5.5,5.5,6,2.5
541,1328284868,4,5.5,5.5,5.5,2.5
541,1328522740,3.5,5,5.5,4.5,4.5
541,1328533905,3.5,5.5,5.5,6,3
541,1328544055,3.5,5.5,6,5,3.5
541,1328613926,3.5,5.5,5.5,5.5,4.5
541,1328619805,4.5,4,5.5,5.5,2.5
541,1328630512,4.5,5.5,6,6,5.5
541,1328698288,4.5,5.5,6,6,5
541,1328706156,4.5,5.5,6,5.5,4.5
541,1328717104,3.5,4.5,5,4.5,4
541,1328781988,5,5.5,5.5,6.5,4
541,1328793258,4,5.5,5.5,6,3.5
541,1328803953,5,5.5,5.5,6,4
541,1328868176,5,6,6,6,6
541,1328880910,5,5,6,6.5,5
541,1329130487,6.5,5.5,6.5,6.5,6
541,1329149375,4,5.5,6,6.5,5
541,1329215244,3,5.5,6,6.5,4.5
541,1329227437,5,5.5,6,6,4.5
541,1329237155,5,4,6,6,4.5
541,1329303895,4.5,5.5,6,6,6.5
541,1329313198,3.5,5.5,5.5,6,5
541,1329321737,3.5,5.5,6,6,4.5
541,1329388210,3.5,5.5,6,6,5
541,1329399069,4,5.5,6,6.5,4.5
541,1329410396,2.5,5.5,5.5,6,3
541,1329473119,3.5,6,6,6.5,3.5
541,1329483903,6,6,5.5,6,4.5
541,1329734973,3.5,6,5.5,6.5,3.5
541,1329742981,3.5,5.5,6.5,6.5,5
541,1329754898,4,5.5,6,6.5,5
541,1329818920,4.5,5.5,6.5,6.5,5
541,1329829630,5,5.5,6.5,6.5,4
541,1329840071,4.5,3.5,6,6.5,5
541,1329904909,5,5.5,6.5,6,4.5
541,1329915664,4.5,5.5,6,6,4
541,1329926537,3.5,5.5,6.5,6,5
541,1329991308,5,6,6,6.5,5
541,1330007939,3.5,5.5,6,6,5
541,1330013029,5.5,4.5,6,5,6
541,1330079538,4,6,6.5,6.5,5
541,1330089400,4,5.5,6.5,6,5
541,1330100040,4,5.5,6,6,3.5
541,1330349512,5,5.5,6,6,3.5
541,1330363230,3,5.5,5.5,6,3.5
541,1330423323,4.5,3.5,4.5,5.5,4.5
541,1330434185,6,5.5,5.5,6,4.5
541,1330444951,4,5.5,6,6,4
541,1330520834,3,6,6,6,3.5
541,1330531303,4,5.5,6,6.5,4
541,1330596297,4,6,6.5,6.5,4.5
541,1330617917,4,6,6.5,6.5,5.5
541,1330696101,5.5,5.5,6.5,6.5,5.5
541,1330706355,6,6.5,6.5,6.5,6
541,1330942057,4.5,6,6.5,6.5,4
541,1330954308,3.5,6,6.5,6.5,4.5
541,1330963295,3.5,5.5,5.5,6,4.5
541,1331028097,3.5,5,6,5.5,6
541,1331041742,3,5.5,6.5,5.5,5
541,1331051714,5.5,5,6.5,6,6
541,1331114525,5,3.5,6.5,5.5,5
541,1331127128,5.5,6,6,6.5,6
541,1331138038,4,6,6.5,6.5,5
541,1331202807,4,5,6.5,6,5
541,1331211894,5.5,5.5,6,6.5,6
541,1331222671,4,5.5,6.5,6.5,3.5
541,1331287513,4.5,6,6.5,6.5,5.5
541,1331298444,4,6,6.5,6.5,5.5
541,1331309256,5,5.5,6.5,6.5,5.5
538,1327928874,3.5,5,5.5,6.5,3
538,1328004232,5,5.5,6,6.5,2
538,1328023333,6,5.5,5,6.5,6
538,1328026817,6,5,6.5,6,6.5
538,1328090571,4,6,4.5,6.5,3
538,1328102533,5.5,5.5,6.5,5,5.5
538,1328115529,6.5,6,6.5,6,6
538,1328182174,2,5.5,4.5,4.5,2.5
538,1328191957,2,5.5,5.5,6.5,3
538,1328198897,4,5.5,3.5,5.5,3.5
538,1328534571,2,4.5,4.5,6.5,2.5
538,1328546621,3,4,5,5.5,3
538,1328612212,2.5,5.5,5.5,5.5,2
538,1328621824,3.5,5.5,4,5.5,2
538,1328631680,3,4.5,5.5,6,2.5
538,1328703963,4,5,5.5,6,3
538,1328714238,3.5,3.5,5,5.5,3.5
538,1328720398,3,5.5,5,5.5,5
538,1328785170,4.5,5.5,5.5,6.5,4.5
538,1328794532,3,5.5,6,6,4.5
538,1328806484,5,4.5,5.5,4,4.5
538,1328871558,6.5,5.5,5.5,6.5,6
538,1328882434,2,4.5,5,5.5,3
538,1328891234,5,5.5,5.5,6,5
538,1329132927,2,5,5.5,6.5,5.5
538,1329142403,4,5.5,4.5,6,3
538,1329152425,4.5,4,5,5.5,3.5
538,1329220821,4,5.5,5.5,6,5.5
538,1329228528,5.5,5.5,5.5,6.5,5
538,1329301010,2,5,4.5,5.5,2
538,1329318108,2.5,5,4.5,6,2.5
538,1329324484,3,5.5,4.5,6,4.5
538,1329389882,7,6,3,6,5
538,1329408738,2.5,5.5,3.5,5,2
538,1329485088,4,5.5,4.5,7,3
538,1329820239,3,5.5,3,6,2.5
538,1329833938,5.5,5.5,2.5,6,3
538,1329845079,3.5,5.5,3.5,6.5,3
538,1329907237,6.5,4.5,2,6,5.5
538,1329924272,3.5,5,5,5.5,3
538,1329995753,5.5,6.5,4.5,5,5.5
538,1330013468,5,5.5,5.5,6,4
538,1330078516,2.5,4.5,2.5,6,3
538,1330094394,3.5,5.5,4.5,6,5.5
538,1330101460,6.5,6,4.5,6,6
538,1330349558,5,5,4.5,6,3.5
538,1330363632,2.5,5,5.5,6,4.5
538,1330437845,2,3,6,3.5,4
538,1330447030,4.5,4.5,4,4.5,5.5
538,1330515529,5.5,4,5,6.5,5
538,1330534492,2.5,4.5,5,4,2.5
538,1330613861,2,4.5,3.5,5.5,3
538,1330619783,4.5,5.5,5,5,3
538,1330944528,4.5,4,3,5.5,3
538,1330954759,2.5,4.5,3.5,6,3.5
538,1331031075,5,5.5,5.5,5,5
538,1331040684,5.5,4.5,2.5,6.5,3.5
538,1331053407,2,4.5,6,3.5,2
538,1331121821,3.5,4.5,6,6,3
538,1331132726,3,4.5,3.5,5,3
538,1331137538,6,5,5.5,5,4.5
538,1331215432,3.5,2.5,5,2.5,3.5
510,1327922284,4.5,5.5,5.5,5.5,4
510,1327928420,5.5,5.5,5,5.5,3.5
510,1327939484,3,5.5,5.5,5.5,5
510,1328005035,5,6.5,4,6.5,5
510,1328026844,4,5.5,5.5,5.5,5
510,1328104206,6,6,6,5.5,5
510,1328112117,5,5,4,5.5,6
510,1328178621,3.5,5,5.5,5,5
510,1328187653,5.5,6.5,6,5.5,4.5
510,1328199228,6,6,6,6,4
510,1328263324,5,5.5,6,3.5,5
510,1328274771,5,6.5,5.5,5,5
510,1328284834,3.5,5,6,4,3.5
510,1328535792,3,4,4,4,3
510,1328544035,4,4,4.5,4.5,4
510,1328609641,4.5,4,5.5,2.5,4.5
510,1328623668,5,5,5.5,4,5.5
510,1328631277,2.5,3.5,5.5,3,4.5
510,1328696056,3,5.5,6,4,4.5
510,1328708508,5.5,5.5,5,3,5
510,1328717074,4,5.5,6.5,4,4.5
510,1328782953,3.5,5,5.5,3,4.5
510,1328792688,4.5,5.5,5.5,5.5,4
510,1328803875,3.5,5,5.5,5,4.5
510,1328890212,3.5,5,5.5,4,3.5
510,1329127444,4.5,5.5,6,3,5
510,1329138903,3.5,5.5,7,3,4
510,1329154779,1.5,5.5,5,4,1.5
510,1329213875,3,5.5,6.5,3,3.5
510,1329230098,3.5,5.5,6,4,3.5
510,1329235812,3,4.5,5.5,4,3.5
510,1329301494,5,5.5,6,5,6.5
510,1329311801,5,5.5,3,5,3
510,1329321856,3,5,6,3,5
510,1329387184,5,6,4.5,4,4.5
510,1329398394,3,6,3.5,3.5,4
510,1329408457,2,5.5,5,5.5,5
510,1329473043,4.5,6,5,5.5,5
510,1329483770,4,4,6,5,5
510,1329495682,2.5,5,6,5.5,3.5
510,1329732089,2,2.5,6.5,2,2.5
510,1329742855,2,5,7,3,3
510,1329760819,2.5,5,6.5,4,1.5
510,1329824177,4,6,6,5,4
510,1329832291,5,4,2.5,3.5,4
510,1329840256,2.5,4,6.5,3,2.5
510,1329911019,5,6.5,5,4.5,4
510,1329916812,5,5.5,3,4.5,4
510,1329928039,3.5,6,7,4.5,4
510,1329992039,3,5.5,5,4.5,4
510,1330008039,2.5,6,6,3,5
510,1330012946,6,5.5,5,5,4.5
510,1330081153,5,4.5,6,5,5
510,1330089443,4,6.5,6,5,4
510,1330100167,3.5,6,5.5,4,5
510,1330954651,5.5,5.5,6,6,5
510,1330963432,4,5,5.5,6,4.5
510,1331042598,5.5,5.5,6.5,5.5,4.5
510,1331053403,5,3.5,6.5,4,4.5
510,1331125748,4,5.5,4.5,5,3
510,1331136278,3,5,6,5,4
510,1331200950,2,5.5,7,4.5,6
510,1331211993,3.5,4,4,3,4
510,1331224705,3,6,7,5,4.5
510,1331299018,5,5.5,4,5.5,3.5
510,1331312717,2.5,5.5,7,5,5.5
504,1327917766,5,5.5,6,6.5,6.5
504,1327929019,7,7,7,7,6.5
504,1327942063,6.5,6,7,7,6.5
504,1328026300,6.5,6,6.5,6.5,5.5
504,1328093942,7,6.5,6.5,7,5.5
504,1328176829,4.5,6.5,7,7,6.5
504,1328188215,5.5,6.5,6.5,6.5,6.5
504,1328198453,5.5,6.5,6.5,7,5
504,1328263268,5.5,6.5,7,7,5.5
504,1328274139,5.5,6.5,6.5,7,5.5
504,1328529467,6.5,5.5,7,7,6.5
504,1328536907,7,5.5,7,7,6
504,1328544038,6.5,5.5,6.5,7,6
504,1328609256,5,5.5,6.5,7,5
504,1328695578,6.5,5.5,7,7,6.5
504,1328709346,7,5.5,7,7,7
504,1328716848,6.5,5.5,7,7,7
504,1328781816,6.5,5.5,7,7,7
504,1328792434,5,5.5,6.5,7,6
504,1328805341,6.5,5.5,6.5,7,5.5
504,1328869206,5,5.5,7,7,6
504,1328879583,4.5,5.5,6,7,6.5
504,1328890578,7,5.5,7,7,7
504,1329130330,5,5.5,6.5,7,6.5
504,1329139043,5,5.5,7,7,6
504,1329149262,5.5,5.5,6.5,7,6.5
504,1329213629,6.5,5.5,7,7,6.5
504,1329235816,5,5.5,7,7,6.5
504,1329300083,5,5.5,6,6.5,6.5
504,1329322666,7,5.5,6.5,7,6.5
504,1329386438,5,5.5,6.5,6.5,5
504,1329397688,4.5,5.5,7,7,5
504,1329408104,6.5,5.5,7,7,6.5
504,1329472941,6.5,5.5,7,7,6
504,1329732660,5,5.5,6.5,6.5,6.5
504,1329745291,6.5,5.5,6.5,7,6.5
504,1329753640,5,5.5,6.5,7,6.5
504,1329818928,4,5.5,7,7,5
504,1329829519,5,5.5,7,7,6
504,1329840076,7,5.5,7,7,7
504,1329993429,5,5.5,7,7,6.5
504,1330014006,7,5.5,7,7,6.5
504,1330077838,6.5,5.5,6.5,7,7
504,1330336893,7,5.5,7,7,7
504,1330423350,5.5,5.5,7,7,7
504,1330434028,5,5.5,7,7,6.5
504,1330444901,5,5.5,7,7,6.5
504,1330510731,7,5.5,7,7,7
504,1330596783,7,5.5,7,7,7
504,1330607646,6.5,5.5,7,7,6.5
504,1330952533,7,5.5,7,7,7
504,1330965486,7,5.5,7,7,7
504,1331028094,7,5.5,7,7,7
504,1331041593,7,5.5,7,7,7
504,1331049933,5,5.5,7,7,7
504,1331114860,5,5.5,7,7,7
504,1331201214,7,5.5,7,7,7
504,1331212584,5.5,5.5,7,7,7
504,1331291761,7,5.5,7,7,7
504,1331298262,7,5.5,7,7,7
521,1328005239,4,3.5,5.5,3.5,5.5
521,1328015874,4,4,5.5,3,4
521,1328026025,5,4,5.5,4.5,6
521,1328092291,2.5,5,6,4.5,4.5
521,1328101519,5.5,6.5,5.5,5.5,6.5
521,1328112453,4,6,5,3,3
521,1328180966,5,6.5,6,6,6.5
521,1328189831,3.5,5.5,4,4,4
521,1328198953,2.5,5,3.5,2,4
521,1328275743,6,6,6,5.5,6
521,1328285439,5,6,5,5,4
521,1328522550,4.5,5.5,5.5,5.5,5.5
521,1328535881,3.5,6,6,6,4.5
521,1328544848,3.5,6.5,4.5,6.5,5
521,1328610333,3,6,4,5.5,5.5
521,1328623921,3.5,6.5,6,5.5,6
521,1328631726,5.5,6,6,5.5,3.5
521,1328699557,4,6,5.5,5.5,5
521,1328706094,4.5,6,5,5,5
521,1328717100,2,4.5,3,3.5,3.5
521,1328783690,5,6,4,5.5,4.5
521,1328793422,6.5,6,5,5.5,5.5
521,1328805023,5.5,6.5,5.5,6,5
521,1328881120,5,6,5.5,5,5.5
521,1328889820,3.5,4.5,2.5,2,2
521,1329139087,5,6,6.5,6,6
521,1329149412,6,4.5,6,4,4.5
521,1329222433,5,6,5.5,5.5,5
521,1329226169,4,5.5,4,6,6
521,1329236125,4,5.5,5,5,6
521,1329307932,2.5,5,4,6,4.5
521,1329390124,3,5,5.5,6,5
521,1329398890,3,6,5.5,5.5,3.5
521,1329408474,3.5,6,5,5,5
521,1329485157,4,5.5,4.5,5,4.5
521,1329498360,2,5,3,4,5
521,1329732347,3.5,5.5,4.5,5,4.5
521,1329744553,4,5,5,4,5.5
521,1329753820,4,5.5,5,5.5,5.5
521,1329821973,4,6,5,4.5,4.5
521,1329830878,4,5,5,5.5,5
521,1329842298,5,6,4.5,5,5
521,1329907027,4.5,5,4.5,4,5
521,1329916168,3.5,5,5,5,4
521,1330004151,4,5.5,4,5,4.5
521,1330009384,3,5,5,5.5,4
521,1330013161,3,4,5,5.5,4.5
521,1330089616,4,5.5,5,5.5,4.5
521,1330100804,4,6,5,5,5
521,1330343374,3.5,5,4.5,5,4
521,1330351275,4,5.5,5,5.5,4.5
521,1330358858,4,4,4,4,4
521,1330424626,3,5.5,5.5,6,4.5
521,1330434271,3,6,5.5,5.5,5
521,1330513213,3.5,5,5,5,3.5
521,1330524614,4,5,5.5,5,5
521,1330532843,4,5.5,5,6,4.5
521,1330597743,3,6,5.5,6,4.5
521,1330607345,4,6,4.5,6,4.5
521,1330619105,4.5,6,5,5.5,5
521,1330943512,3.5,5.5,5,5,5
521,1330953687,3.5,6,5,5.5,4.5
521,1330964234,2,6,4.5,6,5
521,1331028949,2.5,6,6,6,5
521,1331043924,3,5.5,4,4.5,5
521,1331052456,3,5.5,6,5.5,5.5
521,1331117599,4,6,5.5,4.5,5
521,1331125901,4,6.5,5,6,4
521,1331203945,2,6,5,5.5,4.5
521,1331220043,3,4,5.5,6.5,3.5
521,1331222707,2.5,5,4,5.5,4.5
521,1331291719,4,6.5,6,6,4.5
521,1331299478,5.5,6.5,6,5,4
511,1327922548,6,5,6,5,5
511,1327929395,3.5,4.5,5,5,4.5
511,1327942079,2.5,5,5,5.5,3.5
511,1328004025,4,6,5,5.5,5
511,1328017300,6,5.5,5,4.5,4
511,1328027964,5,6,6.5,5,4.5
511,1328092920,2.5,5,5,5,3
511,1328105141,3.5,5.5,5,5,4
511,1328115468,4.5,5.5,4.5,6,4.5
511,1328178363,3.5,5.5,6,6.5,5
511,1328189290,5,5.5,4,5,4.5
511,1328198472,2.5,5.5,5.5,6,4.5
511,1328263947,3.5,5,5,5,3.5
511,1328275250,4.5,6,3.5,5.5,4.5
511,1328536139,3,5.5,4.5,1.5,3.5
511,1328552112,2,5.5,4.5,4.5,4
511,1328610373,3,6,6,6,5
511,1328623707,4.5,5,5.5,3.5,3.5
511,1328630880,1.5,4.5,4.5,4.5,3.5
511,1328695682,2.5,5.5,6,5.5,4.5
511,1328709838,3.5,5.5,6,6,4
511,1328717327,3.5,5,5.5,5,4
511,1328783876,3.5,5,5.5,5,4.5
511,1328792716,3,6,5,5.5,4.5
511,1328804018,2.5,5.5,4.5,5,3
511,1328868162,3,4.5,6,5.5,4.5
511,1328878861,3.5,5,4.5,4,3
511,1328895401,4,6,6,4,5
511,1329130287,4.5,5.5,5.5,5.5,4.5
511,1329154932,4.5,5.5,6,4,5.5
511,1329213726,5,5.5,6,4,5
511,1329226914,4.5,5.5,5.5,5.5,5.5
511,1329300931,2.5,5.5,6.5,6.5,4
511,1329313810,4.5,6,5,5.5,4.5
511,1329322028,3.5,5.5,6.5,5.5,5
511,1329387248,5.5,5.5,5.5,5.5,5.5
511,1329398019,5,6,6,5.5,4.5
511,1329409073,2,5,4.5,4,4
511,1329473433,3.5,5.5,6,5,5.5
511,1329484065,5,6,5.5,5.5,5
511,1329732298,4.5,5.5,6,5,4
511,1329743965,2,5.5,5.5,4,3
511,1329755620,3,5.5,5.5,4.5,4.5
511,1329818850,3.5,5.5,6,5,5
511,1329831043,4.5,4.5,4.5,5.5,4
511,1329842052,3,5.5,6,4.5,4
511,1329910423,4.5,5.5,6.5,4,5.5
511,1329916609,4,6,5.5,5.5,4
511,1329929341,3.5,5.5,6,5.5,5
511,1329995281,3,6,6,5.5,5.5
511,1330008725,3.5,5,6.5,6,5.5
511,1330014181,3.5,6,6,5.5,4.5
511,1330082897,5.5,5.5,6.5,4,5.5
511,1330090753,3.5,6,6,5.5,4.5
511,1330099938,3,6,4,5.5,4
511,1330337300,4,5.5,6,5.5,4
511,1330348628,3,6,6.5,5.5,5
511,1330359809,3.5,5.5,7,5,5
511,1330424002,3.5,5.5,6,5.5,4.5
511,1330434035,3.5,5.5,5,5,4.5
511,1330445318,3,5.5,6,5,4.5
511,1330510807,3,5.5,6,5,4
511,1330525623,3,5.5,4,4.5,4.5
511,1330597577,5,6,6,4,5.5
511,1330606951,2.5,5.5,5,3,2.5
511,1330618465,2.5,5.5,5.5,3.5,3.5
511,1330693889,4,6,3.5,4.5,2.5
511,1330704907,3,5.5,3,5,3
511,1330941988,3,6,6,6,4.5
511,1330955317,4,5,6,5,3.5
511,1330963988,4.5,4,5.5,4.5,4.5
511,1331031935,4.5,5.5,6,5,5
511,1331039543,4,6,5.5,4.5,4.5
511,1331051865,4.5,6,5.5,5.5,4
511,1331115665,3.5,6,6.5,5.5,5.5
511,1331128916,4.5,5.5,5.5,5,5
511,1331136390,4.5,6,5,5.5,4.5
511,1331201868,4,6,6.5,5.5,4.5
511,1331212444,4,6,6,5,6
511,1331222865,3,5.5,6,5.5,4.5
511,1331287735,4,6.5,6.5,6.5,6
511,1331299835,4.5,5.5,6,4,5
511,1331309108,5,5.5,5,5.5,5
542,1327918142,4.5,4.5,4.5,6,5
542,1327932573,4.5,5,5,5,4
542,1327939283,5,5,5.5,5.5,5
542,1328007971,4,3,5.5,3.5,5
542,1328016939,5.5,5,5,5,4
542,1328025765,4,3,5.5,3,4.5
542,1328094161,3.5,5.5,5.5,4.5,4
542,1328176863,4,4,5.5,4,4.5
542,1328189649,4,5,6,6,4
542,1328198497,3.5,5,5.5,5.5,5
542,1328263261,3.5,4.5,4,5.5,4
