ID,Evening,Sad_E,Anxious_E,Angry_E,FamCoh1_E,FamCoh2_E,FamCoh3_E,FamCon1_E,FamCon2_E
102,1,1,10,1,97,95,97,8,1
102,2,3,12,1,97,96,97,4,3
102,3,2,33,2,90,88,87,3,5
102,4,2,88,3,95,97,97,21,6
102,5,NA,NA,NA,NA,NA,NA,NA,NA
102,6,NA,NA,NA,NA,NA,NA,NA,NA
102,7,2,34,3,86,89,92,14,2
102,8,6,28,7,97,97,98,6,2
102,9,5,24,10,100,99,97,5,6
102,10,6,8,10,90,88,84,26,22
102,11,NA,NA,NA,NA,NA,NA,NA,NA
102,12,6,19,7,97,96,96,18,3
102,13,96,14,2,94,92,92,11,4
102,14,NA,NA,NA,NA,NA,NA,NA,NA
102,15,4,21,5,99,98,97,14,3
102,16,5,8,8,98,96,95,18,3
102,17,7,7,97,96,97,92,8,3
102,18,4,26,10,97,99,98,12,2
102,19,5,5,8,98,100,99,7,5
102,20,2,5,4,97,98,95,7,2
102,21,1,8,7,97,96,98,7,5
103,1,1,69,1,75,75,75,1,1
103,2,NA,NA,NA,NA,NA,NA,NA,NA
103,3,1,65,1,73,73,73,1,1
103,4,16,60,1,54,54,55,1,1
103,5,1,60,1,51,51,51,1,1
103,6,1,66,1,49,48,49,1,1
103,7,13,61,1,51,51,52,1,1
103,8,1,59,1,50,50,50,1,1
103,9,1,61,1,51,52,52,1,1
103,10,1,32,1,50,50,50,1,1
103,11,1,28,1,61,61,48,1,1
103,12,NA,NA,NA,NA,NA,NA,NA,NA
103,13,1,45,1,50,50,51,1,1
103,14,1,39,1,47,49,49,NA,NA
103,15,20,51,1,49,49,50,1,1
103,16,20,32,32,67,68,68,1,1
103,17,1,24,1,50,51,52,1,1
103,18,1,30,1,49,50,49,1,1
103,19,1,1,1,50,51,50,1,1
103,20,1,25,1,51,52,51,1,1
103,21,1,18,1,49,50,48,1,1
104,1,10,19,1,99,96,97,2,1
104,2,9,19,2,97,99,99,1,2
104,3,4,10,7,98,98,98,9,6
104,4,4,9,4,95,95,95,10,3
104,5,10,60,4,99,99,99,2,2
104,6,3,69,8,87,88,89,21,8
104,7,18,13,6,92,92,93,15,4
104,8,12,66,11,98,92,97,9,4
104,9,22,54,20,96,95,95,5,5
104,10,11,10,7,97,97,96,7,1
104,11,NA,NA,NA,NA,NA,NA,NA,NA
104,12,NA,NA,NA,NA,NA,NA,NA,NA
104,13,20,31,6,98,97,97,32,3
104,14,9,43,8,93,93,94,5,1
104,15,30,20,6,96,96,96,11,4
104,16,15,16,9,97,97,97,9,3
104,17,NA,NA,NA,NA,NA,NA,NA,NA
104,18,15,19,19,85,88,89,7,1
104,19,NA,NA,NA,NA,NA,NA,NA,NA
104,20,11,36,7,92,77,81,13,8
104,21,2,14,2,92,92,91,2,2
105,1,1,1,1,68,71,73,1,1
105,2,2,2,2,100,100,100,29,2
105,3,2,2,2,100,100,100,2,6
105,4,2,62,2,72,100,78,27,43
105,5,2,14,2,100,100,26,24,2
105,6,2,29,3,81,81,82,23,28
105,7,2,2,2,98,98,99,2,2
105,8,2,13,2,100,100,100,2,2
105,9,2,9,2,94,93,93,2,2
105,10,2,2,2,94,93,93,2,2
105,11,2,9,2,94,96,95,2,2
105,12,2,14,2,94,94,95,2,2
105,13,2,3,2,91,94,94,2,2
105,14,2,17,2,95,94,94,2,2
105,15,2,2,2,96,95,95,2,2
105,16,2,2,2,97,94,92,2,2
105,17,2,37,2,74,77,79,2,2
105,18,2,9,2,99,99,2,2,2
105,19,2,17,2,85,85,82,2,2
105,20,2,2,2,85,87,91,2,2
105,21,53,68,18,75,75,74,15,4
106,1,25,65,27,58,58,57,49,37
106,2,45,71,21,49,50,49,49,48
106,3,40,73,31,50,50,51,25,25
106,4,30,50,10,50,50,50,1,1
106,5,30,56,20,66,67,67,45,45
106,6,60,70,50,66,65,52,18,18
106,7,40,70,60,50,51,51,26,26
106,8,65,59,36,50,50,50,27,27
106,9,41,51,29,50,51,51,21,21
106,10,42,64,32,54,54,54,19,20
106,11,71,69,53,50,50,50,31,30
106,12,50,70,59,50,50,50,22,23
106,13,NA,NA,NA,NA,NA,NA,NA,NA
106,14,51,53,40,50,50,50,18,19
106,15,56,64,51,50,50,50,21,22
106,16,64,71,31,50,50,50,20,20
106,17,NA,NA,NA,NA,NA,NA,NA,NA
106,18,57,71,59,50,50,50,19,19
106,19,82,83,72,51,51,52,29,29
106,20,60,60,60,50,50,50,28,28
106,21,NA,NA,NA,NA,NA,NA,NA,NA
107,1,2,2,2,2,28,20,2,2
107,2,1,1,1,2,2,1,2,2
107,3,18,27,1,2,2,2,2,2
107,4,26,22,13,23,25,26,1,1
107,5,15,31,14,33,33,43,1,1
107,6,10,11,2,33,34,36,1,1
107,7,6,34,2,27,31,32,1,1
107,8,28,54,2,29,31,31,1,1
107,9,19,52,2,66,64,68,2,2
107,10,22,51,2,29,30,30,2,2
107,11,2,2,2,29,29,30,2,2
107,12,22,36,2,27,27,28,1,1
107,13,11,27,2,38,39,41,1,1
107,14,15,23,18,63,60,60,1,1
107,15,1,44,1,36,36,36,1,1
107,16,16,36,34,56,74,76,1,1
107,17,18,40,2,79,88,83,1,1
107,18,25,30,2,79,77,78,17,17
107,19,9,33,2,76,87,81,24,26
107,20,16,24,1,81,82,82,1,1
107,21,43,36,26,52,52,53,1,1
108,1,37,86,27,65,92,70,44,22
108,2,58,94,30,75,83,79,63,35
108,3,57,84,1,82,90,70,49,31
108,4,28,28,15,77,78,78,9,11
108,5,15,51,13,75,79,68,45,63
108,6,47,29,80,73,71,67,39,31
108,7,24,25,10,86,98,84,12,15
108,8,6,35,2,79,67,64,22,52
108,9,28,27,36,81,83,31,82,35
108,10,NA,NA,NA,NA,NA,NA,NA,NA
108,11,NA,NA,NA,NA,NA,NA,NA,NA
108,12,1,1,1,75,86,82,2,2
108,13,16,63,4,62,84,90,81,83
108,14,23,13,8,85,26,81,86,91
108,15,16,73,40,72,77,83,37,33
108,16,86,48,84,64,51,51,18,13
108,17,NA,NA,NA,NA,NA,NA,NA,NA
108,18,21,74,5,82,81,82,19,18
108,19,28,60,18,59,65,57,51,24
108,20,71,10,48,78,70,61,30,34
108,21,36,72,68,67,64,54,37,71
111,1,20,4,1,87,87,79,3,4
111,2,20,4,1,100,95,83,8,3
111,3,25,11,1,96,96,95,6,2
111,4,15,5,3,96,91,95,3,5
111,5,9,4,2,98,93,92,21,2
111,6,2,2,5,97,96,97,9,2
111,7,3,2,2,98,83,80,2,1
111,8,6,3,2,99,98,98,7,2
111,9,14,4,6,96,89,91,9,4
111,10,13,4,2,93,87,90,11,3
111,11,19,5,2,95,92,92,2,2
111,12,9,5,3,93,85,89,7,4
111,13,34,10,3,90,93,80,16,4
111,14,47,8,3,95,88,87,7,3
111,15,21,10,4,91,95,89,14,6
111,16,33,13,4,78,81,76,5,3
111,17,26,8,3,88,80,85,23,5
111,18,44,16,9,81,93,96,41,5
111,19,26,13,8,92,89,94,22,10
111,20,24,23,16,90,81,89,27,15
111,21,24,13,5,84,92,86,20,6
112,1,1,1,1,24,42,46,13,7
112,2,NA,NA,NA,NA,NA,NA,NA,NA
112,3,NA,NA,NA,NA,NA,NA,NA,NA
112,4,NA,NA,NA,NA,NA,NA,NA,NA
112,5,63,68,1,89,91,85,1,1
112,6,1,1,10,49,87,88,39,40
112,7,1,1,1,70,65,72,1,1
112,8,NA,NA,NA,NA,NA,NA,NA,NA
112,9,1,1,1,76,89,42,1,1
112,10,1,15,1,72,80,76,1,1
112,11,1,8,1,89,89,18,3,1
112,12,1,1,1,100,100,82,1,1
112,13,1,15,1,84,83,1,6,1
112,14,1,1,1,46,59,67,67,1
112,15,1,1,1,80,82,72,1,1
112,16,1,1,1,57,70,68,1,1
112,17,1,1,1,92,91,99,1,1
112,18,1,1,1,97,95,96,85,1
112,19,NA,NA,NA,NA,NA,NA,NA,NA
112,20,1,38,5,96,58,60,59,2
112,21,1,1,1,80,73,74,92,NA
113,1,NA,NA,NA,NA,NA,NA,NA,NA
113,2,13,23,4,1,1,1,1,1
113,3,11,25,1,1,1,1,1,1
113,4,6,22,1,1,1,1,1,1
113,5,1,24,1,10,9,9,40,25
113,6,NA,NA,NA,NA,NA,NA,NA,NA
113,7,17,24,1,10,19,5,30,20
113,8,1,15,1,1,50,10,1,1
113,9,1,11,12,20,35,5,1,1
113,10,1,10,1,10,31,8,1,1
113,11,1,14,1,5,10,1,31,1
113,12,NA,NA,NA,NA,NA,NA,NA,NA
113,13,NA,NA,NA,NA,NA,NA,NA,NA
113,14,1,25,1,9,6,6,28,1
113,15,1,10,1,10,42,1,30,1
113,16,1,20,1,8,27,1,5,1
113,17,1,10,1,10,20,5,5,1
113,18,5,1,1,7,15,1,5,1
113,19,1,5,1,30,30,10,1,1
113,20,NA,NA,NA,NA,NA,NA,NA,NA
113,21,1,1,1,8,21,4,5,1
115,1,29,52,33,50,51,49,45,12
115,2,13,34,33,74,55,36,52,28
115,3,13,32,21,52,49,50,53,30
115,4,24,23,28,75,76,69,49,49
115,5,36,20,16,70,76,69,36,21
115,6,33,24,23,90,90,71,38,26
115,7,24,39,20,86,84,98,36,35
115,8,39,53,74,66,64,63,45,27
115,9,29,52,73,75,77,45,40,46
115,10,54,30,68,80,77,64,34,37
115,11,NA,NA,NA,NA,NA,NA,NA,NA
115,12,NA,NA,NA,NA,NA,NA,NA,NA
115,13,30,47,31,89,73,47,36,42
115,14,44,36,78,58,60,51,78,74
115,15,30,66,83,68,55,67,64,70
115,16,38,53,85,66,53,61,33,39
115,17,54,43,66,29,21,19,71,86
115,18,NA,NA,NA,NA,NA,NA,NA,NA
115,19,NA,NA,NA,NA,NA,NA,NA,NA
115,20,36,41,59,74,57,58,54,83
115,21,32,51,87,66,73,65,51,38
116,1,27,83,2,13,13,15,14,13
116,2,6,94,14,16,13,1,1,1
116,3,18,77,21,12,13,12,7,5
116,4,13,67,18,66,40,51,10,11
116,5,11,49,58,42,39,34,4,4
116,6,25,73,46,35,35,21,14,9
116,7,23,68,12,26,27,27,13,9
116,8,7,51,8,14,15,14,13,13
116,9,9,51,12,17,17,17,3,4
116,10,12,59,8,44,41,39,36,10
116,11,27,76,16,31,29,24,54,64
116,12,15,73,21,49,46,66,8,8
116,13,30,48,16,58,52,44,21,9
116,14,18,50,39,90,78,72,12,5
116,15,15,57,38,86,73,66,8,7
116,16,15,61,36,76,62,59,6,6
116,17,24,63,25,68,61,45,1,1
116,18,8,33,13,70,57,29,8,8
116,19,6,15,13,85,92,72,2,2
116,20,14,14,12,98,89,80,1,1
116,21,15,56,19,88,79,59,1,1
117,1,5,7,5,77,78,80,5,4
117,2,2,26,2,100,100,100,2,2
117,3,1,31,15,78,82,90,35,22
117,4,1,24,2,95,100,100,11,2
117,5,1,10,1,94,100,93,1,1
117,6,1,7,1,100,100,100,5,1
117,7,1,1,1,100,100,81,1,1
117,8,1,1,1,100,100,100,2,2
117,9,1,7,1,100,100,100,25,1
117,10,1,8,1,100,100,100,25,1
117,11,1,1,1,100,100,100,1,1
117,12,6,17,5,100,100,100,1,11
117,13,1,1,1,100,100,100,1,1
117,14,1,1,1,100,100,100,20,1
117,15,1,1,1,100,100,100,1,1
117,16,1,1,1,100,100,100,1,1
117,17,1,1,1,100,100,100,1,1
117,18,1,1,1,100,100,100,1,1
117,19,1,1,1,100,100,100,1,1
117,20,1,5,1,100,100,100,1,1
117,21,1,11,1,100,100,100,1,1
118,1,NA,NA,NA,NA,NA,NA,NA,NA
118,2,NA,NA,NA,NA,NA,NA,NA,NA
118,3,9,20,13,51,27,21,8,7
118,4,7,11,10,64,67,70,9,8
118,5,13,10,7,53,16,18,38,68
118,6,6,7,10,68,41,36,6,2
118,7,1,1,2,88,71,69,28,5
118,8,16,13,11,68,76,78,11,8
118,9,7,9,9,68,75,74,4,4
118,10,NA,NA,NA,NA,NA,NA,NA,NA
118,11,NA,NA,NA,NA,NA,NA,NA,NA
118,12,NA,NA,NA,NA,NA,NA,NA,NA
118,13,2,8,7,70,75,84,5,6
118,14,NA,NA,NA,NA,NA,NA,NA,NA
118,15,3,3,5,72,75,81,3,4
118,16,NA,NA,NA,NA,NA,NA,NA,NA
118,17,NA,NA,NA,NA,NA,NA,NA,NA
118,18,NA,NA,NA,NA,NA,NA,NA,NA
118,19,3,3,3,73,74,80,5,6
118,20,4,4,5,86,91,93,5,4
118,21,NA,NA,NA,NA,NA,NA,NA,NA
119,1,5,5,6,61,75,50,10,10
119,2,10,1,1,50,40,60,1,1
119,3,10,6,15,40,30,11,50,41
119,4,NA,NA,NA,NA,NA,NA,NA,NA
119,5,20,15,30,40,61,40,60,41
119,6,1,5,1,50,50,50,1,1
119,7,1,1,5,50,50,50,1,1
119,8,1,10,1,50,20,50,1,1
119,9,5,5,1,60,49,49,1,1
119,10,1,11,1,50,76,51,10,5
119,11,NA,NA,NA,NA,NA,NA,NA,NA
119,12,1,5,10,50,82,35,20,11
119,13,1,20,10,40,25,25,60,11
119,14,5,1,15,50,30,15,40,20
119,15,10,10,21,50,15,1,10,1
119,16,5,5,1,50,50,50,1,1
119,17,1,10,1,50,50,51,1,1
119,18,1,60,1,50,50,50,1,1
119,19,1,10,1,50,50,51,1,1
119,20,1,1,5,60,70,50,10,1
119,21,10,1,20,50,40,50,10,5
120,1,9,70,12,11,14,9,3,6
120,2,5,60,5,30,26,27,25,25
120,3,28,56,4,18,20,20,20,5
120,4,15,42,7,19,20,21,22,18
120,5,14,56,7,20,27,22,17,5
120,6,20,66,6,16,22,25,16,1
120,7,20,58,12,16,10,11,18,17
120,8,26,63,22,9,12,7,26,11
120,9,16,77,21,6,10,12,7,2
120,10,NA,NA,NA,NA,NA,NA,NA,NA
120,11,8,55,6,11,11,6,9,8
120,12,3,73,10,16,13,16,13,8
120,13,59,69,2,8,16,10,26,32
120,14,11,31,11,17,13,12,19,22
120,15,NA,NA,NA,NA,NA,NA,NA,NA
120,16,NA,NA,NA,NA,NA,NA,NA,NA
120,17,8,90,2,79,70,62,30,8
120,18,NA,NA,NA,NA,NA,NA,NA,NA
120,19,10,83,9,27,59,34,28,4
120,20,10,79,4,62,54,22,37,17
120,21,7,20,4,66,31,22,78,17
121,1,7,49,6,100,100,100,2,2
121,2,39,54,43,77,76,100,2,2
121,3,74,68,68,100,100,100,2,2
121,4,11,55,2,83,100,100,2,2
121,5,10,55,2,100,100,100,2,2
121,6,2,53,2,100,100,100,2,2
121,7,94,75,74,100,100,52,2,2
121,8,73,87,89,84,100,100,2,2
121,9,22,36,3,100,100,100,2,2
121,10,94,96,92,100,100,100,2,2
121,11,70,65,81,100,93,95,23,2
121,12,46,49,47,100,100,100,2,2
121,13,79,66,6,71,70,70,1,1
121,14,27,100,56,100,100,100,2,3
121,15,2,2,61,100,100,100,2,2
121,16,2,2,67,100,100,100,2,2
121,17,61,62,51,100,99,100,2,2
121,18,24,27,4,100,100,100,2,2
121,19,45,46,15,100,100,100,2,2
121,20,17,61,2,100,100,100,2,2
121,21,2,52,2,100,100,100,2,2
122,1,64,36,100,50,50,50,50,50
122,2,92,60,72,50,59,47,52,64
122,3,67,60,5,50,50,50,50,50
122,4,14,11,12,45,48,51,47,50
122,5,62,56,32,50,50,50,50,50
122,6,20,40,7,66,70,81,2,2
122,7,86,33,77,54,63,53,21,45
122,8,28,46,49,63,58,69,12,39
122,9,18,62,28,49,52,52,45,41
122,10,31,47,55,50,50,50,50,50
122,11,NA,NA,NA,NA,NA,NA,NA,NA
122,12,12,61,27,65,65,13,13,8
122,13,31,65,36,77,70,89,18,32
122,14,NA,NA,NA,NA,NA,NA,NA,NA
122,15,5,83,3,33,28,31,43,39
122,16,NA,NA,NA,NA,NA,NA,NA,NA
122,17,50,86,68,54,31,9,12,10
122,18,17,21,2,2,2,2,2,2
122,19,24,23,22,13,11,10,8,17
122,20,20,16,20,43,41,44,2,29
122,21,NA,NA,NA,NA,NA,NA,NA,NA
123,1,25,55,1,82,93,73,13,1
123,2,NA,NA,NA,NA,NA,NA,NA,NA
123,3,35,16,1,93,93,94,1,1
123,4,20,28,5,100,100,100,1,1
123,5,20,15,1,94,94,94,1,1
123,6,10,20,1,100,100,100,1,1
123,7,13,27,1,100,100,100,1,1
123,8,7,57,1,95,86,91,1,10
123,9,15,70,1,95,95,95,10,1
123,10,18,24,1,100,100,100,1,1
123,11,NA,NA,NA,NA,NA,NA,NA,NA
123,12,20,18,1,100,100,100,1,1
123,13,25,20,1,100,100,100,1,1
123,14,20,27,1,100,100,100,1,1
123,15,27,16,1,97,98,98,1,1
123,16,37,9,2,95,95,96,1,1
123,17,32,13,13,100,100,100,1,1
123,18,24,20,12,100,100,100,1,1
123,19,33,22,1,100,100,100,1,1
123,20,29,69,1,100,100,100,1,1
123,21,23,55,1,100,100,100,1,1
124,1,1,32,12,50,50,50,1,1
124,2,1,27,19,50,50,50,1,1
124,3,10,14,2,54,54,55,1,1
124,4,1,35,1,51,50,51,1,1
124,5,2,40,1,52,53,52,1,1
124,6,1,1,1,49,49,49,1,1
124,7,1,43,21,55,53,53,1,1
124,8,1,72,21,54,54,53,1,1
124,9,13,31,1,51,50,51,2,2
124,10,23,25,1,46,48,49,1,1
124,11,1,30,1,50,51,50,1,1
124,12,1,21,1,53,51,51,2,2
124,13,1,23,12,52,52,52,1,1
124,14,12,27,18,77,36,43,1,1
124,15,1,10,13,39,34,44,1,1
124,16,1,12,1,71,77,28,1,1
124,17,8,21,13,49,38,39,1,1
124,18,8,39,32,45,46,46,1,1
124,19,9,58,15,48,48,49,1,1
124,20,4,55,4,52,53,50,2,2
124,21,1,15,1,52,50,49,1,1
126,1,20,28,23,51,59,70,47,33
126,2,26,19,14,95,98,100,1,1
126,3,5,32,1,100,100,100,2,1
126,4,NA,NA,NA,NA,NA,NA,NA,NA
126,5,1,1,1,100,100,100,3,3
126,6,80,80,56,98,99,98,3,2
126,7,2,2,2,99,99,98,1,1
126,8,1,1,1,100,100,100,1,1
126,9,100,100,100,100,100,100,1,1
126,10,1,1,1,100,100,100,1,1
126,11,2,2,2,100,100,100,1,1
126,12,2,2,2,100,100,1,1,1
126,13,1,1,1,100,100,100,1,1
126,14,2,2,2,100,100,100,1,1
126,15,1,1,1,100,100,100,1,1
126,16,71,67,77,2,2,2,92,98
126,17,100,100,100,1,1,1,100,100
126,18,1,1,1,100,98,99,100,100
126,19,2,2,1,95,91,85,92,97
126,20,1,1,1,99,99,99,87,83
126,21,2,2,100,48,48,50,70,74
127,1,38,72,37,100,100,100,1,1
127,2,23,69,22,100,100,100,1,1
127,3,47,78,10,100,100,100,1,1
127,4,69,63,63,100,100,100,1,1
127,5,22,57,9,100,100,100,1,1
127,6,37,55,16,100,100,100,1,1
127,7,30,56,20,100,100,100,1,1
127,8,64,66,58,100,100,100,1,1
127,9,NA,NA,NA,NA,NA,NA,NA,NA
127,10,NA,NA,NA,NA,NA,NA,NA,NA
127,11,54,60,53,100,100,100,1,1
127,12,NA,NA,NA,NA,NA,NA,NA,NA
127,13,NA,NA,NA,NA,NA,NA,NA,NA
127,14,NA,NA,NA,NA,NA,NA,NA,NA
127,15,NA,NA,NA,NA,NA,NA,NA,NA
127,16,31,59,31,100,100,100,1,1
127,17,NA,NA,NA,NA,NA,NA,NA,NA
127,18,NA,NA,NA,NA,NA,NA,NA,NA
127,19,NA,NA,NA,NA,NA,NA,NA,NA
127,20,NA,NA,NA,NA,NA,NA,NA,NA
127,21,32,77,18,100,100,100,1,1
130,1,1,1,1,50,50,50,1,1
130,2,1,5,1,70,50,50,1,1
130,3,1,10,1,100,50,75,1,1
130,4,1,10,1,56,50,55,1,1
130,5,2,19,1,50,58,50,1,1
130,6,5,10,1,50,50,50,1,1
130,7,1,6,6,50,40,50,1,2
130,8,1,4,6,50,50,50,1,1
130,9,1,10,1,50,50,50,1,1
130,10,1,1,1,50,50,50,1,1
130,11,1,1,1,54,50,50,1,1
130,12,1,2,1,52,50,50,1,1
130,13,5,1,1,50,50,50,1,1
130,14,4,1,8,60,50,50,1,1
130,15,1,1,1,50,51,50,1,1
130,16,1,5,1,55,50,50,1,1
130,17,5,5,5,55,52,50,1,1
130,18,2,5,1,50,50,49,1,1
130,19,1,2,1,52,50,50,1,1
130,20,5,1,1,52,50,50,1,1
130,21,4,1,1,55,50,50,1,1
131,1,39,69,20,3,4,6,68,57
131,2,24,45,1,6,9,6,68,49
131,3,34,49,4,10,23,11,41,42
131,4,54,47,3,5,7,9,49,49
131,5,37,57,2,11,12,11,62,55
131,6,21,53,3,10,9,10,53,47
131,7,18,47,2,2,10,2,51,53
131,8,12,44,2,10,10,10,50,50
131,9,40,62,2,9,9,9,47,48
131,10,NA,NA,NA,NA,NA,NA,NA,NA
131,11,61,45,2,14,14,14,56,56
131,12,26,43,2,10,10,9,50,51
