ID,Evening,Sad_E,Anxious_E,Angry_E,FamCoh1_E,FamCoh2_E,FamCoh3_E,FamCon1_E,FamCon2_E
165,10,25,43,14,39,26,12,71,43
165,11,1,1,1,100,100,100,100,23
165,12,1,1,1,89,77,100,1,85
165,13,1,30,51,41,27,7,99,100
165,14,1,27,50,40,33,4,68,67
165,15,1,48,26,71,69,82,59,55
165,16,1,11,23,80,76,85,24,12
165,17,1,59,34,60,50,72,76,71
165,18,66,2,78,13,42,16,68,70
165,19,NA,NA,NA,NA,NA,NA,NA,NA
165,20,45,46,64,69,66,35,84,100
165,21,1,25,1,58,37,35,1,1
166,1,13,14,1,41,43,18,1,1
166,2,5,10,1,53,2,24,1,1
166,3,16,18,3,40,53,26,11,14
166,4,15,2,2,24,19,2,2,2
166,5,10,14,1,23,23,27,3,3
166,6,14,3,2,57,56,56,2,2
166,7,12,13,3,41,42,46,3,3
166,8,11,8,3,69,54,46,5,3
166,9,NA,NA,NA,NA,NA,NA,NA,NA
166,10,19,29,16,53,51,57,3,3
166,11,NA,NA,NA,NA,NA,NA,NA,NA
166,12,91,6,6,40,40,40,30,30
166,13,8,3,3,44,50,3,3,3
166,14,3,4,5,63,60,62,30,33
166,15,5,3,3,48,53,55,20,21
166,16,3,3,3,41,46,47,3,3
166,17,30,3,3,67,67,77,10,14
166,18,3,32,3,68,51,43,3,3
166,19,2,4,6,57,59,61,12,15
166,20,4,5,6,56,56,57,22,23
166,21,5,4,6,56,56,56,17,16
168,1,1,1,1,100,100,100,1,1
168,2,1,34,29,1,1,1,1,1
168,3,1,20,1,100,100,100,1,1
168,4,1,10,10,100,100,100,1,1
168,5,1,20,1,50,50,50,1,1
168,6,1,1,1,1,1,1,1,1
168,7,21,70,20,10,10,1,20,20
168,8,1,1,1,50,50,50,1,1
168,9,1,1,1,50,50,1,1,1
168,10,1,1,1,50,50,50,1,1
168,11,10,10,10,50,50,50,1,1
168,12,25,15,22,25,15,1,1,1
168,13,20,40,30,65,40,1,10,10
168,14,1,1,1,30,50,1,1,10
168,15,35,1,20,50,95,75,1,1
168,16,1,1,1,100,100,100,1,1
168,17,1,1,1,100,100,100,1,1
168,18,15,10,1,100,100,100,1,1
168,19,1,50,1,50,50,50,1,1
168,20,1,15,1,50,50,50,1,1
168,21,1,1,1,50,50,50,1,1
169,1,1,16,39,100,100,100,1,1
169,2,1,30,14,100,100,100,1,1
169,3,1,1,1,100,100,100,1,1
169,4,1,23,1,100,100,100,1,1
169,5,28,74,19,100,100,100,50,1
169,6,69,60,18,45,62,52,31,44
169,7,43,34,1,100,100,100,24,1
169,8,48,13,1,19,17,24,71,1
169,9,16,35,13,83,78,75,35,18
169,10,14,39,21,77,98,77,42,21
169,11,1,1,1,77,86,63,1,1
169,12,1,1,1,78,84,39,18,1
169,13,1,1,1,100,89,97,1,1
169,14,1,1,1,100,100,100,1,1
169,15,1,56,1,79,79,78,1,1
169,16,1,1,1,100,100,100,1,1
169,17,1,19,1,95,94,90,1,1
169,18,23,52,65,100,100,100,1,1
169,19,10,18,1,100,100,100,1,1
169,20,14,10,1,75,64,71,26,14
169,21,17,36,59,75,67,74,8,8
170,1,NA,NA,NA,NA,NA,NA,NA,NA
170,2,16,76,4,11,5,6,5,3
170,3,15,77,3,63,48,74,8,11
170,4,10,68,3,73,77,72,2,7
170,5,33,70,5,74,78,57,6,7
170,6,7,45,4,81,79,77,6,6
170,7,4,42,4,70,70,64,4,4
170,8,7,47,8,72,59,55,58,4
170,9,NA,NA,NA,NA,NA,NA,NA,NA
170,10,27,47,3,62,74,65,3,4
170,11,8,59,31,74,71,71,5,5
170,12,71,78,47,78,79,81,4,6
170,13,45,49,34,68,70,67,5,5
170,14,29,37,43,85,78,73,6,8
170,15,31,52,28,69,67,63,2,4
170,16,7,44,1,67,64,70,3,3
170,17,50,62,58,76,77,78,5,6
170,18,20,48,62,74,67,5,8,10
170,19,11,56,29,71,65,57,6,6
170,20,13,61,16,75,75,5,6,4
170,21,23,61,47,74,74,74,15,15
171,1,5,33,4,100,100,100,1,1
171,2,NA,NA,NA,NA,NA,NA,NA,NA
171,3,NA,NA,NA,NA,NA,NA,NA,NA
171,4,11,16,1,100,100,100,3,3
171,5,65,1,63,100,100,100,1,1
171,6,NA,NA,NA,NA,NA,NA,NA,NA
171,7,1,1,1,92,85,88,44,39
171,8,NA,NA,NA,NA,NA,NA,NA,NA
171,9,1,12,1,100,100,100,9,1
171,10,NA,NA,NA,NA,NA,NA,NA,NA
171,11,24,65,1,100,100,100,1,1
171,12,NA,NA,NA,NA,NA,NA,NA,NA
171,13,4,54,1,100,100,100,1,1
171,14,NA,NA,NA,NA,NA,NA,NA,NA
171,15,NA,NA,NA,NA,NA,NA,NA,NA
171,16,72,54,38,100,100,100,1,1
171,17,NA,NA,NA,NA,NA,NA,NA,NA
171,18,NA,NA,NA,NA,NA,NA,NA,NA
171,19,NA,NA,NA,NA,NA,NA,NA,NA
171,20,NA,NA,NA,NA,NA,NA,NA,NA
171,21,NA,NA,NA,NA,NA,NA,NA,NA
172,1,6,24,4,68,67,63,8,7
172,2,7,8,2,78,78,68,6,6
172,3,8,40,3,73,74,75,5,5
172,4,61,37,5,77,76,77,2,2
172,5,78,53,17,81,82,83,5,6
172,6,77,65,32,82,82,82,8,8
172,7,57,16,7,83,84,84,11,5
172,8,72,41,30,81,73,66,4,4
172,9,39,39,8,83,83,84,6,7
172,10,NA,NA,NA,NA,NA,NA,NA,NA
172,11,NA,NA,NA,NA,NA,NA,NA,NA
172,12,NA,NA,NA,NA,NA,NA,NA,NA
172,13,76,24,15,76,80,84,1,3
172,14,45,47,7,92,92,94,3,4
172,15,34,71,5,96,97,97,3,100
172,16,69,66,7,95,94,94,5,6
172,17,NA,NA,NA,NA,NA,NA,NA,NA
172,18,50,51,7,85,86,86,3,3
172,19,NA,NA,NA,NA,NA,NA,NA,NA
172,20,44,21,10,80,77,74,5,5
172,21,45,27,6,92,92,93,6,5
173,1,1,1,1,100,100,1,1,1
173,2,2,2,2,100,2,100,2,2
173,3,NA,NA,NA,NA,NA,NA,NA,NA
173,4,1,2,2,100,1,100,1,1
173,5,1,1,1,100,100,1,1,1
173,6,1,1,1,100,100,1,1,1
173,7,1,1,1,99,100,100,1,1
173,8,1,1,1,100,100,1,1,1
173,9,1,1,1,100,100,100,1,1
173,10,1,1,1,100,100,100,1,1
173,11,1,1,1,100,100,100,1,1
173,12,55,1,57,100,100,100,1,1
173,13,58,28,68,100,100,100,1,1
173,14,75,75,63,100,100,100,1,1
173,15,78,64,53,100,100,100,1,1
173,16,100,100,100,100,100,100,1,1
173,17,36,38,44,100,100,100,1,1
173,18,64,46,30,100,100,100,1,1
173,19,58,42,25,100,100,100,1,1
173,20,71,65,59,100,100,100,1,1
173,21,34,35,37,100,100,100,1,1
175,1,1,5,1,100,100,100,1,1
175,2,28,29,13,24,25,27,76,48
175,3,15,1,1,100,100,100,13,1
175,4,51,26,25,100,100,100,1,1
175,5,1,1,1,100,100,100,1,1
175,6,1,1,1,100,100,100,1,1
175,7,15,1,1,100,100,100,1,1
175,8,1,1,1,100,100,100,1,1
175,9,20,20,10,100,100,100,1,1
175,10,1,1,1,100,100,100,1,1
175,11,25,25,5,100,100,100,1,1
175,12,1,1,1,100,100,100,1,1
175,13,1,1,1,100,100,100,1,1
175,14,1,1,1,100,100,100,1,1
175,15,1,1,1,100,100,100,1,1
175,16,1,1,1,100,100,100,1,1
175,17,1,1,1,100,100,100,1,1
175,18,1,1,1,100,100,100,1,1
175,19,1,1,1,100,100,100,1,1
175,20,15,1,1,100,100,100,1,1
175,21,1,1,1,100,100,100,1,1
176,1,21,20,34,67,59,62,14,4
176,2,30,41,28,72,70,72,21,23
176,3,56,46,70,73,67,77,3,4
176,4,NA,NA,NA,NA,NA,NA,NA,NA
176,5,NA,NA,NA,NA,NA,NA,NA,NA
176,6,23,78,67,74,36,72,30,28
176,7,NA,NA,NA,NA,NA,NA,NA,NA
176,8,NA,NA,NA,NA,NA,NA,NA,NA
176,9,NA,NA,NA,NA,NA,NA,NA,NA
176,10,NA,NA,NA,NA,NA,NA,NA,NA
176,11,NA,NA,NA,NA,NA,NA,NA,NA
176,12,NA,NA,NA,NA,NA,NA,NA,NA
176,13,52,68,25,64,65,60,13,14
176,14,NA,NA,NA,NA,NA,NA,NA,NA
176,15,82,35,67,79,75,85,19,22
176,16,22,61,24,61,56,59,55,57
176,17,27,24,25,56,58,57,57,56
176,18,NA,NA,NA,NA,NA,NA,NA,NA
176,19,47,26,84,68,45,54,14,36
176,20,NA,NA,NA,NA,NA,NA,NA,NA
176,21,11,55,60,58,56,64,25,25
178,1,9,1,1,95,96,97,3,4
178,2,1,1,1,100,100,100,1,1
178,3,10,1,1,100,100,100,1,1
178,4,6,1,1,100,100,100,1,1
178,5,NA,NA,NA,NA,NA,NA,NA,NA
178,6,64,3,61,100,99,100,1,1
178,7,NA,NA,NA,NA,NA,NA,NA,NA
178,8,68,6,42,100,100,100,1,1
178,9,NA,NA,NA,NA,NA,NA,NA,NA
178,10,38,11,12,100,100,100,1,1
178,11,NA,NA,NA,NA,NA,NA,NA,NA
178,12,NA,NA,NA,NA,NA,NA,NA,NA
178,13,NA,NA,NA,NA,NA,NA,NA,NA
178,14,7,5,6,100,97,100,5,5
178,15,7,8,6,98,97,99,5,4
178,16,NA,NA,NA,NA,NA,NA,NA,NA
178,17,NA,NA,NA,NA,NA,NA,NA,NA
178,18,NA,NA,NA,NA,NA,NA,NA,NA
178,19,NA,NA,NA,NA,NA,NA,NA,NA
178,20,NA,NA,NA,NA,NA,NA,NA,NA
178,21,NA,NA,NA,NA,NA,NA,NA,NA
179,1,15,5,1,50,50,10,1,1
179,2,40,1,1,50,50,10,10,5
179,3,30,10,1,1,50,1,1,1
179,4,40,30,1,1,50,1,1,1
179,5,55,10,10,1,30,1,50,20
179,6,65,5,5,1,10,1,5,1
179,7,25,5,5,1,50,5,1,1
179,8,40,10,5,15,65,15,5,3
179,9,10,5,1,1,30,1,35,10
179,10,20,1,1,1,45,1,1,1
179,11,35,5,1,1,50,1,1,1
179,12,30,5,1,1,50,1,1,1
179,13,40,5,1,1,50,1,1,1
179,14,10,1,1,1,50,1,1,1
179,15,40,1,1,20,60,1,1,1
179,16,40,5,1,1,50,1,1,1
179,17,50,15,1,5,57,1,1,1
179,18,15,5,1,1,50,1,1,1
179,19,NA,NA,NA,NA,NA,NA,NA,NA
179,20,10,10,1,10,48,1,25,20
179,21,1,10,1,1,50,1,1,1
180,1,30,36,16,48,49,50,50,49
180,2,35,39,39,48,47,48,47,47
180,3,NA,NA,NA,NA,NA,NA,NA,NA
180,4,48,43,42,58,58,70,59,37
180,5,47,66,54,49,49,51,52,50
180,6,41,43,41,52,50,41,41,40
180,7,40,79,42,50,49,51,50,54
180,8,55,63,54,55,53,53,54,54
180,9,41,40,64,53,52,52,32,32
180,10,NA,NA,NA,NA,NA,NA,NA,NA
180,11,46,41,40,58,53,47,43,43
180,12,44,55,60,51,52,50,43,43
180,13,60,73,64,46,48,48,48,48
180,14,21,57,91,53,61,54,43,43
180,15,49,48,47,55,52,53,43,43
180,16,47,49,49,52,52,51,41,41
180,17,40,77,36,64,67,64,35,35
180,18,43,66,45,54,53,56,46,46
180,19,45,68,57,50,64,65,42,39
180,20,40,44,43,54,57,57,42,42
180,21,53,63,32,51,57,57,37,35
181,1,37,65,17,71,71,50,2,2
181,2,52,59,9,60,50,50,2,2
181,3,15,28,2,49,49,49,1,1
181,4,43,56,52,81,91,89,5,2
181,5,50,36,29,50,50,50,2,2
181,6,17,41,11,50,50,50,1,1
181,7,28,61,15,50,50,50,1,1
181,8,19,53,9,50,74,50,1,1
181,9,6,29,6,50,50,50,1,1
181,10,7,15,5,50,51,50,1,1
181,11,6,25,3,50,49,50,1,1
181,12,61,50,35,50,50,50,1,1
181,13,15,20,20,50,83,50,1,1
181,14,25,34,5,50,75,50,1,1
181,15,28,40,1,50,50,50,1,1
181,16,40,40,20,51,52,52,1,1
181,17,59,56,30,50,62,50,1,1
181,18,50,27,12,64,74,65,1,1
181,19,35,40,4,50,51,50,1,1
181,20,30,35,10,50,50,61,1,1
181,21,20,35,3,67,70,50,1,1
182,1,6,25,1,73,89,80,1,1
182,2,10,17,1,65,57,66,1,1
182,3,34,28,23,50,50,50,1,1
182,4,43,38,19,79,86,83,1,1
182,5,27,38,19,55,62,62,1,1
182,6,22,39,1,73,78,76,16,1
182,7,14,40,16,61,71,64,7,1
182,8,17,50,4,72,68,86,1,1
182,9,25,35,10,72,77,72,1,1
182,10,13,37,1,72,82,65,1,1
182,11,15,39,1,64,68,68,1,1
182,12,34,45,2,51,46,47,1,1
182,13,27,45,35,71,59,61,1,1
182,14,45,69,32,80,71,72,7,1
182,15,37,43,39,70,66,68,1,1
182,16,29,49,40,59,58,62,1,1
182,17,17,43,13,65,70,46,1,1
182,18,7,33,1,59,68,61,1,1
182,19,8,20,1,69,56,56,1,1
182,20,14,29,1,61,56,57,1,1
182,21,17,33,1,72,68,75,1,1
183,1,9,30,3,100,82,100,24,15
183,2,8,17,6,88,89,90,15,13
183,3,NA,NA,NA,NA,NA,NA,NA,NA
183,4,4,23,2,100,46,78,3,16
183,5,2,92,12,79,6,81,53,6
183,6,2,57,5,97,98,85,12,3
183,7,2,5,4,95,95,94,13,13
183,8,6,23,2,75,75,8,2,4
183,9,2,50,11,76,4,67,6,4
183,10,2,31,5,93,90,91,5,6
183,11,4,27,2,87,64,78,13,4
183,12,5,55,12,83,83,80,25,24
183,13,27,59,19,74,58,57,5,6
183,14,5,57,32,99,98,100,9,8
183,15,2,76,65,83,81,74,7,9
183,16,37,66,58,87,73,100,12,5
183,17,58,69,80,80,61,66,13,2
183,18,NA,NA,NA,NA,NA,NA,NA,NA
183,19,21,58,9,78,79,81,6,4
183,20,4,27,8,73,67,71,4,4
183,21,2,40,9,97,93,89,5,5
184,1,52,64,48,50,50,50,50,50
184,2,59,86,58,61,64,63,2,2
184,3,60,81,12,67,67,67,4,5
184,4,43,50,18,77,84,78,10,10
184,5,70,67,41,80,80,78,13,12
184,6,51,87,10,83,87,83,4,4
184,7,37,76,38,80,82,81,12,9
184,8,34,54,29,83,84,87,11,6
184,9,33,43,16,91,90,91,7,8
184,10,62,69,22,77,76,76,7,7
184,11,45,71,30,87,84,80,13,9
184,12,86,84,68,30,52,34,24,74
184,13,77,69,67,38,51,36,51,42
184,14,65,72,65,55,52,52,51,47
184,15,82,82,60,57,55,56,44,38
184,16,53,68,34,65,65,65,38,36
184,17,30,54,16,78,79,78,24,24
184,18,82,83,68,61,55,57,39,20
184,19,33,81,24,67,66,66,32,13
184,20,77,71,73,54,54,53,23,22
184,21,53,70,55,58,60,59,34,33
185,1,NA,NA,NA,NA,NA,NA,NA,NA
185,2,NA,NA,NA,NA,NA,NA,NA,NA
185,3,12,15,1,100,100,100,8,4
185,4,8,23,5,NA,NA,NA,NA,NA
185,5,NA,NA,NA,NA,NA,NA,NA,NA
185,6,NA,NA,NA,NA,NA,NA,NA,NA
185,7,NA,NA,NA,NA,NA,NA,NA,NA
185,8,2,28,2,100,92,100,2,2
185,9,NA,NA,NA,NA,NA,NA,NA,NA
185,10,30,79,3,66,78,90,5,10
185,11,16,48,3,89,97,93,4,4
185,12,5,28,5,97,98,100,1,3
185,13,5,25,3,75,100,85,1,1
185,14,NA,NA,NA,NA,NA,NA,NA,NA
185,15,NA,NA,NA,NA,NA,NA,NA,NA
185,16,5,5,5,100,100,100,3,3
185,17,5,5,5,94,91,88,5,7
185,18,5,5,5,88,88,83,4,4
185,19,4,5,5,89,91,91,5,5
185,20,89,53,51,85,98,88,8,8
185,21,45,58,5,93,84,69,5,5
186,1,3,3,9,70,69,72,20,3
186,2,NA,NA,NA,NA,NA,NA,NA,NA
186,3,38,31,31,46,49,47,44,31
186,4,NA,NA,NA,NA,NA,NA,NA,NA
186,5,NA,NA,NA,NA,NA,NA,NA,NA
186,6,NA,NA,NA,NA,NA,NA,NA,NA
186,7,NA,NA,NA,NA,NA,NA,NA,NA
186,8,NA,NA,NA,NA,NA,NA,NA,NA
186,9,38,38,37,58,43,45,47,12
186,10,NA,NA,NA,NA,NA,NA,NA,NA
186,11,NA,NA,NA,NA,NA,NA,NA,NA
186,12,NA,NA,NA,NA,NA,NA,NA,NA
186,13,NA,NA,NA,NA,NA,NA,NA,NA
186,14,30,68,30,45,49,49,51,40
186,15,NA,NA,NA,NA,NA,NA,NA,NA
186,16,NA,NA,NA,NA,NA,NA,NA,NA
186,17,NA,NA,NA,NA,NA,NA,NA,NA
186,18,NA,NA,NA,NA,NA,NA,NA,NA
186,19,NA,NA,NA,NA,NA,NA,NA,NA
186,20,NA,NA,NA,NA,NA,NA,NA,NA
186,21,NA,NA,NA,NA,NA,NA,NA,NA
187,1,6,20,1,87,96,90,2,2
187,2,5,17,1,100,100,100,1,1
187,3,4,14,1,100,100,100,1,1
187,4,16,22,5,100,100,100,1,1
187,5,24,33,3,100,100,100,1,1
187,6,17,62,4,100,100,100,1,1
187,7,56,52,10,91,94,92,1,1
187,8,5,14,3,98,97,98,1,1
187,9,NA,NA,NA,NA,NA,NA,NA,NA
187,10,NA,NA,NA,NA,NA,NA,NA,NA
187,11,NA,NA,NA,NA,NA,NA,NA,NA
187,12,NA,NA,NA,NA,NA,NA,NA,NA
187,13,NA,NA,NA,NA,NA,NA,NA,NA
187,14,NA,NA,NA,NA,NA,NA,NA,NA
187,15,NA,NA,NA,NA,NA,NA,NA,NA
187,16,NA,NA,NA,NA,NA,NA,NA,NA
187,17,NA,NA,NA,NA,NA,NA,NA,NA
187,18,NA,NA,NA,NA,NA,NA,NA,NA
187,19,NA,NA,NA,NA,NA,NA,NA,NA
187,20,NA,NA,NA,NA,NA,NA,NA,NA
187,21,NA,NA,NA,NA,NA,NA,NA,NA
188,1,32,62,12,49,53,44,27,7
188,2,NA,NA,NA,NA,NA,NA,NA,NA
188,3,NA,NA,NA,NA,NA,NA,NA,NA
188,4,14,31,2,1,73,1,17,5
188,5,NA,NA,NA,NA,NA,NA,NA,NA
188,6,5,37,2,85,86,85,4,4
188,7,19,51,6,72,81,63,11,5
188,8,14,52,6,1,1,1,1,1
188,9,12,52,16,87,81,78,4,4
188,10,NA,NA,NA,NA,NA,NA,NA,NA
188,11,NA,NA,NA,NA,NA,NA,NA,NA
188,12,18,15,5,77,82,68,5,1
188,13,10,27,3,84,84,82,7,1
188,14,18,62,9,84,84,78,7,4
188,15,30,55,21,84,82,79,5,5
188,16,23,40,9,84,84,84,11,4
188,17,12,33,12,82,82,84,6,6
188,18,18,24,6,74,82,81,12,3
188,19,19,18,5,85,86,86,6,6
188,20,10,12,4,81,79,76,5,2
188,21,10,16,5,86,86,86,4,5
189,1,2,49,2,56,59,59,1,1
189,2,53,73,2,45,49,56,2,2
189,3,NA,NA,NA,NA,NA,NA,NA,NA
189,4,12,22,2,41,49,58,2,2
189,5,1,7,2,71,91,88,2,2
189,6,2,2,2,47,54,65,2,2
189,7,2,2,2,49,60,70,1,2
189,8,2,2,2,42,55,49,2,2
189,9,24,36,2,38,43,62,2,2
189,10,7,31,2,23,29,38,2,2
189,11,22,45,2,57,44,62,2,2
189,12,25,36,2,33,34,28,2,2
189,13,29,56,2,34,43,42,1,2
189,14,36,53,18,54,50,69,13,10
189,15,NA,NA,NA,NA,NA,NA,NA,NA
189,16,NA,NA,NA,NA,NA,NA,NA,NA
189,17,23,69,2,69,53,68,2,2
189,18,19,72,2,49,54,51,2,2
189,19,2,48,2,61,51,56,2,2
189,20,2,31,2,57,53,61,2,2
189,21,NA,NA,NA,NA,NA,NA,NA,NA
190,1,2,2,2,87,96,88,61,1
190,2,69,60,50,65,65,66,2,2
190,3,18,29,2,92,93,92,2,2
190,4,2,2,2,100,98,98,68,2
190,5,16,16,2,98,99,98,45,2
190,6,60,19,2,80,82,78,73,75
190,7,72,20,21,100,100,100,2,2
190,8,68,20,2,94,95,96,12,2
190,9,16,1,2,97,97,97,59,2
190,10,23,2,2,98,98,99,68,1
190,11,11,2,2,96,97,97,68,49
190,12,6,4,4,98,99,99,54,2
190,13,2,25,2,99,99,97,52,2
190,14,3,15,2,98,100,98,54,2
190,15,2,14,2,98,99,98,89,2
190,16,3,2,2,100,100,100,54,2
190,17,3,23,2,96,98,97,12,2
190,18,58,38,2,100,100,100,19,2
190,19,40,62,2,99,99,98,49,65
190,20,52,56,27,99,100,99,70,71
190,21,32,63,18,97,98,98,23,1
191,1,37,3,17,77,74,82,18,4
191,2,56,25,30,46,42,47,23,16
191,3,10,15,9,65,66,64,5,7
191,4,5,9,3,93,92,93,3,4
191,5,8,3,8,97,97,96,3,3
191,6,59,20,60,100,98,99,5,3
191,7,NA,NA,NA,NA,NA,NA,NA,NA
191,8,9,4,53,96,96,90,7,8
191,9,6,5,2,100,97,100,2,3
191,10,54,18,13,91,86,74,5,2
191,11,10,2,2,59,70,83,5,2
191,12,41,2,8,89,91,80,3,2
191,13,15,5,7,86,89,90,2,3
191,14,77,6,16,89,79,80,2,9
191,15,21,8,7,82,77,80,4,2
191,16,10,2,2,96,97,94,2,2
191,17,8,1,2,97,100,93,1,1
191,18,15,2,2,89,90,84,3,9
191,19,14,6,6,86,78,87,7,14
191,20,17,4,11,96,97,90,2,6
191,21,4,5,1,87,94,87,3,4